epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,val_precision_conforme,val_recall_conforme,learning_rate,epoch_seconds
1,0.6839845261958515,0.6585059997421917,0.714106252785995,0.726224238986576,0.5881447986007011,0.559434679299418,0.5906871948929778,0.968,0.001,458.6799331000075
2,0.5495267194468686,8.184983582008897,0.7690156826194432,0.3074305161656268,0.6804249275161175,0.11839664730004155,0.3084076674890871,1.0,0.001,441.5811241999618
3,0.515680691626536,0.6302675013507014,0.7806054220529238,0.745509548118737,0.6986998075055743,0.6267680175223977,0.6496815286624203,0.9415384615384615,0.001,450.1257904000231
4,0.500885712204383,13.617997101516709,0.7869270981075496,0.31631688409907355,0.710336303263364,0.1435265086603466,0.328077622801698,0.9987692307692307,0.001,456.85100720002083
5,0.48415367281668314,6.856646077518997,0.7969769420918263,0.6615617318963888,0.7262259885610067,0.4009807010841562,0.5159832095576364,0.9833846153846154,0.001,452.6496693000081
6,0.4731157952135732,2.4364726683581184,0.7985168375410301,0.6632633768198147,0.728544942146813,0.40678662288740197,0.5018785222291797,0.9864615384615385,0.0005,458.50529059994733
7,0.4502894768064391,5.6952437957804065,0.8124164201483163,0.22820949139723956,0.7489489985839902,0.1567055059508508,0.948948948948949,0.19446153846153846,0.0005,461.2796326999669
8,0.442405915684941,0.9960803701941154,0.81529359322446,0.7332198903384383,0.753788889517129,0.5702763969978302,0.5507985049269453,0.9975384615384615,0.0005,451.0124053999898
